,starts_times,end_times,latencies,t
0,25.18880558013916,25.188940286636353,0.0001347064971923828,25.188940286636353
1,28.116177320480347,28.12242817878723,0.006250858306884766,28.12242817878723
2,30.762492656707764,30.76274585723877,0.0002532005310058594,30.76274585723877
3,32.56079697608948,32.56092858314514,0.0001316070556640625,32.56092858314514
4,34.63574194908142,34.636120319366455,0.0003783702850341797,34.636120319366455
5,35.93943452835083,35.93950176239014,6.723403930664062e-05,35.93950176239014
6,38.135374546051025,38.135544538497925,0.00016999244689941406,38.135544538497925
7,41.120153188705444,41.15841555595398,0.038262367248535156,41.15841555595398
8,43.486916303634644,43.48697900772095,6.270408630371094e-05,43.48697900772095
9,45.65235447883606,45.65245962142944,0.00010514259338378906,45.65245962142944
10,47.00788164138794,47.00797986984253,9.822845458984375e-05,47.00797986984253
11,48.002474308013916,48.0025634765625,8.916854858398438e-05,48.0025634765625
12,49.46465587615967,49.46478724479675,0.00013136863708496094,49.46478724479675
13,51.80400633811951,51.80810546875,0.004099130630493164,51.80810546875
14,54.490686893463135,54.49081826210022,0.00013136863708496094,54.49081826210022
15,56.82907056808472,56.82916808128357,9.751319885253906e-05,56.82916808128357
16,59.10576319694519,59.10582709312439,6.389617919921875e-05,59.10582709312439
