,starts_times,end_times,latencies,t
0,25.1310396194458,25.164629459381104,0.033589839935302734,25.164629459381104
1,28.069316625595093,28.11207342147827,0.04275679588317871,28.11207342147827
2,30.730857849121094,30.752111196517944,0.021253347396850586,30.752111196517944
3,32.56017708778381,32.560402393341064,0.00022530555725097656,32.560402393341064
4,34.62460446357727,34.626681327819824,0.002076864242553711,34.626681327819824
5,35.92927813529968,35.936285972595215,0.0070078372955322266,35.936285972595215
6,38.096566677093506,38.13497519493103,0.038408517837524414,38.13497519493103
7,41.073007345199585,41.07845377922058,0.005446434020996094,41.07845377922058
8,43.45753359794617,43.48356342315674,0.02602982521057129,43.48356342315674
9,45.65168070793152,45.65200662612915,0.00032591819763183594,45.65200662612915
10,46.96442747116089,47.00640058517456,0.041973114013671875,47.00640058517456
11,47.98874354362488,47.99459648132324,0.005852937698364258,47.99459648132324
12,49.46406888961792,49.46430325508118,0.00023436546325683594,49.46430325508118
13,51.738866090774536,51.80375146865845,0.06488537788391113,51.80375146865845
14,54.4898362159729,54.49031209945679,0.00047588348388671875,54.49031209945679
15,56.66812205314636,56.778297901153564,0.11017584800720215,56.778297901153564
16,59.09673237800598,59.10135459899902,0.004622220993041992,59.10135459899902
