,starts_times,end_times,latencies,t
0,25.189011812210083,25.18909001350403,7.82012939453125e-05,25.18909001350403
1,28.122452974319458,28.126304626464844,0.003851652145385742,28.126304626464844
2,30.762771606445312,30.764347314834595,0.0015757083892822266,30.764347314834595
3,32.560972929000854,32.56107997894287,0.00010704994201660156,32.56107997894287
4,34.63614773750305,34.636587142944336,0.0004394054412841797,34.636587142944336
5,35.93952703475952,35.93954682350159,1.9788742065429688e-05,35.93954682350159
6,38.13572573661804,38.135772466659546,4.673004150390625e-05,38.135772466659546
7,41.15846133232117,41.15849328041077,3.1948089599609375e-05,41.15849328041077
8,43.50640344619751,43.50644016265869,3.6716461181640625e-05,43.50644016265869
9,45.65251564979553,45.652552366256714,3.6716461181640625e-05,45.652552366256714
10,47.00802302360535,47.00806546211243,4.2438507080078125e-05,47.00806546211243
11,48.002604484558105,48.002628803253174,2.4318695068359375e-05,48.002628803253174
12,49.464832067489624,49.46486759185791,3.552436828613281e-05,49.46486759185791
13,51.80813121795654,51.80815625190735,2.5033950805664062e-05,51.80815625190735
14,54.49086308479309,54.49090075492859,3.7670135498046875e-05,54.49090075492859
15,56.82921290397644,56.82924818992615,3.528594970703125e-05,56.82924818992615
16,59.105849742889404,59.10666751861572,0.0008177757263183594,59.10666751861572
