,starts_times,end_times,latencies,t
0,25.189841985702515,28.0521821975708,2.862340211868286,28.0521821975708
1,28.136207580566406,30.682664155960083,2.5464565753936768,30.682664155960083
2,30.768242120742798,32.55836343765259,1.79012131690979,32.55836343765259
3,32.561732053756714,34.62076759338379,2.059035539627075,34.62076759338379
4,34.64067840576172,35.92691373825073,1.2862353324890137,35.92691373825073
5,35.94696092605591,38.09063243865967,2.1436715126037598,38.09063243865967
6,38.13657879829407,41.06170439720154,2.9251255989074707,41.06170439720154
7,41.176305055618286,43.44729447364807,2.270989418029785,43.44729447364807
8,43.50683569908142,45.647273540496826,2.1404378414154053,45.647273540496826
9,45.653005599975586,46.94263958930969,1.2896339893341064,46.94263958930969
10,47.00846838951111,47.97629356384277,0.967825174331665,47.97629356384277
11,48.004817724227905,49.46254801750183,1.4577302932739258,49.46254801750183
12,49.465527296066284,51.73137068748474,2.265843391418457,51.73137068748474
13,51.906516790390015,54.41020441055298,2.503687620162964,54.41020441055298
14,54.49153995513916,56.66606283187866,2.174522876739502,56.66606283187866
15,56.90011692047119,59.086116313934326,2.1859993934631348,59.086116313934326
16,59.110758543014526,63.48125863075256,4.370500087738037,63.48125863075256
