,starts_times,end_times,latencies,t
0,25.164674520492554,25.188729286193848,0.024054765701293945,25.188729286193848
1,28.1121084690094,28.116148233413696,0.004039764404296875,28.116148233413696
2,30.752140998840332,30.76246476173401,0.010323762893676758,30.76246476173401
3,32.56044864654541,32.560749530792236,0.0003008842468261719,32.560749530792236
4,34.62673330307007,34.63571333885193,0.008980035781860352,34.63571333885193
5,35.93631935119629,35.93940758705139,0.003088235855102539,35.93940758705139
6,38.135043144226074,38.135315895080566,0.0002727508544921875,38.135315895080566
7,41.07848143577576,41.12012434005737,0.04164290428161621,41.12012434005737
8,43.483590841293335,43.486889362335205,0.003298521041870117,43.486889362335205
9,45.65212273597717,45.65230631828308,0.00018358230590820312,45.65230631828308
10,47.00643229484558,47.00783824920654,0.001405954360961914,47.00783824920654
11,47.99462532997131,48.00244092941284,0.00781559944152832,48.00244092941284
12,49.46435070037842,49.4646098613739,0.00025916099548339844,49.4646098613739
13,51.80378317832947,51.80395746231079,0.0001742839813232422,51.80395746231079
14,54.4903609752655,54.49063968658447,0.00027871131896972656,54.49063968658447
15,56.77838635444641,56.82901883125305,0.050632476806640625,56.82901883125305
16,59.10138297080994,59.105735540390015,0.004352569580078125,59.105735540390015
