,starts_times,end_times,latencies,t
0,25.189208507537842,25.189773559570312,0.0005650520324707031,25.189773559570312
1,28.126332998275757,28.13618040084839,0.009847402572631836,28.13618040084839
2,30.76437473297119,30.768214464187622,0.003839731216430664,30.768214464187622
3,32.56113386154175,32.561686277389526,0.0005524158477783203,32.561686277389526
4,34.6366126537323,34.640650033950806,0.004037380218505859,34.640650033950806
5,35.939568758010864,35.94693112373352,0.00736236572265625,35.94693112373352
6,38.13586664199829,38.13653087615967,0.0006642341613769531,38.13653087615967
7,41.15853476524353,41.17626619338989,0.017731428146362305,41.17626619338989
8,43.50648045539856,43.50680446624756,0.00032401084899902344,43.50680446624756
9,45.65260553359985,45.65295958518982,0.0003540515899658203,45.65295958518982
10,47.008097410202026,47.00844144821167,0.0003440380096435547,47.00844144821167
11,48.00265884399414,48.00477337837219,0.002114534378051758,48.00477337837219
12,49.46491193771362,49.465481996536255,0.0005700588226318359,49.465481996536255
13,51.808181047439575,51.90648651123047,0.09830546379089355,51.90648651123047
14,54.49094533920288,54.49149465560913,0.00054931640625,54.49149465560913
15,56.829278230667114,56.90008091926575,0.07080268859863281,56.90008091926575
16,59.10669016838074,59.110732078552246,0.004041910171508789,59.110732078552246
